date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:59:32	76044/76044	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:31%20GMT	https://www.thehealthsite.com/marathi/fitness/how-to-know-if-you-are-really-losing-weight-or-just-water-weight-r0717-505377/	C:/heath/heath/www.thehealthsite.com/marathi/fitness/how-to-know-if-you-are-really-losing-weight-or-just-water-weight-r0717-505377/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:34	73275/73275	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:33%20GMT	https://www.thehealthsite.com/marathi/pregnancy/pregnancy-mistake-do-not-drinking-this-drink-in-pregnancy-in-marathi-805341/	C:/heath/heath/www.thehealthsite.com/marathi/pregnancy/pregnancy-mistake-do-not-drinking-this-drink-in-pregnancy-in-marathi-805341/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:34	74588/74588	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:33%20GMT	https://www.thehealthsite.com/marathi/pregnancy/these-3-tests-for-you-are-pregnant-find-out-in-marathi-813113/	C:/heath/heath/www.thehealthsite.com/marathi/pregnancy/these-3-tests-for-you-are-pregnant-find-out-in-marathi-813113/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:34	74248/74248	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:33%20GMT	https://www.thehealthsite.com/marathi/pregnancy/these-5-vegetables-should-avoid-during-pregnancy-in-marathi-810932/	C:/heath/heath/www.thehealthsite.com/marathi/pregnancy/these-5-vegetables-should-avoid-during-pregnancy-in-marathi-810932/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:35	83410/83410	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:34%20GMT	https://www.thehealthsite.com/marathi/pregnancy/tv-actress-anita-hassanandani-ready-for-another-baby-in-marathi-802202/	C:/heath/heath/www.thehealthsite.com/marathi/pregnancy/tv-actress-anita-hassanandani-ready-for-another-baby-in-marathi-802202/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:35	74337/74337	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:34%20GMT	https://www.thehealthsite.com/marathi/pregnancy/pregnant-women-should-not-exercise-these-5-conditions-know-the-reasons-in-marathi-803419/	C:/heath/heath/www.thehealthsite.com/marathi/pregnancy/pregnant-women-should-not-exercise-these-5-conditions-know-the-reasons-in-marathi-803419/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:36	72473/72473	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:36%20GMT	https://www.thehealthsite.com/marathi/parenting/parenting-tips-should-be-known-to-women-who-become-mothers-at-a-young-age-in-marathi-806458/	C:/heath/heath/www.thehealthsite.com/marathi/parenting/parenting-tips-should-be-known-to-women-who-become-mothers-at-a-young-age-in-marathi-806458/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:37	84385/84385	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:36%20GMT	https://www.thehealthsite.com/marathi/topics/anita-hassanandani/	C:/heath/heath/www.thehealthsite.com/marathi/topics/anita-hassanandani/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:37	75187/75187	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:36%20GMT	https://www.thehealthsite.com/marathi/news/bollywood-actress-kareena-kapoor-khan-explain-the-need-for-vaccination-in-marathi-810883/	C:/heath/heath/www.thehealthsite.com/marathi/news/bollywood-actress-kareena-kapoor-khan-explain-the-need-for-vaccination-in-marathi-810883/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:38	73313/73313	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:37%20GMT	https://www.thehealthsite.com/marathi/parenting/5-foods-for-underweight-kids-to-gain-weight-health-tips-in-marathi-802460/	C:/heath/heath/www.thehealthsite.com/marathi/parenting/5-foods-for-underweight-kids-to-gain-weight-health-tips-in-marathi-802460/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:38	76435/76435	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:37%20GMT	https://www.thehealthsite.com/marathi/parenting/these-20-names-of-lord-shiva-are-very-auspicious-for-boys-here-is-the-complete-list-in-marathi-800666/	C:/heath/heath/www.thehealthsite.com/marathi/parenting/these-20-names-of-lord-shiva-are-very-auspicious-for-boys-here-is-the-complete-list-in-marathi-800666/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:39	84190/84190	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:38%20GMT	https://www.thehealthsite.com/marathi/topics/baby-names/	C:/heath/heath/www.thehealthsite.com/marathi/topics/baby-names/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:39	75395/75395	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:38%20GMT	https://www.thehealthsite.com/marathi/news/what-is-catch-up-vaccination-for-child-in-marathi-2-798695/	C:/heath/heath/www.thehealthsite.com/marathi/news/what-is-catch-up-vaccination-for-child-in-marathi-2-798695/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:40	84534/84534	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:39%20GMT	https://www.thehealthsite.com/marathi/topics/catch-up-vaccination/	C:/heath/heath/www.thehealthsite.com/marathi/topics/catch-up-vaccination/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:40	85530/85530	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:40%20GMT	https://www.thehealthsite.com/marathi/parenting/why-it-is-important-to-breastfeed-the-child-right-after-birth-511579/	C:/heath/heath/www.thehealthsite.com/marathi/parenting/why-it-is-important-to-breastfeed-the-child-right-after-birth-511579/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:41	75880/75880	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:40%20GMT	https://www.thehealthsite.com/marathi/ayurveda/3-ayurvedic-remedies-to-get-rid-of-blackheads-in-marathi-797233/	C:/heath/heath/www.thehealthsite.com/marathi/ayurveda/3-ayurvedic-remedies-to-get-rid-of-blackheads-in-marathi-797233/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:41	119794/119794	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:41%20GMT	https://www.thehealthsite.com/marathi/topics/c-section/	C:/heath/heath/www.thehealthsite.com/marathi/topics/c-section/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:42	84096/84096	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2013:59:42%20GMT	https://www.thehealthsite.com/marathi/topics/ayurvedic-beauty-tips/	C:/heath/heath/www.thehealthsite.com/marathi/topics/ayurvedic-beauty-tips/index.html	(from https://www.thehealthsite.com/marathi/)
06:59:43	2/2	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2025%20Sep%202022%2013:59:33%20GMT	https://www.thehealthsite.com/marathi/weight-loss/	C:/heath/heath/www.thehealthsite.com/marathi/weight-loss/index.html	(from https://www.thehealthsite.com/marathi/)
